league_id,league_name,league_type,league_logo,country_name,country_code,country_flag
858,CONCACAF Gold Cup - Qualification,Cup,https://media.api-sports.io/football/leagues/858.png,World,,
859,COSAFA Cup,Cup,https://media.api-sports.io/football/leagues/859.png,World,,
860,Arab Cup,Cup,https://media.api-sports.io/football/leagues/860.png,World,,
861,U20 League,League,https://media.api-sports.io/football/leagues/861.png,Mexico,MX,https://media.api-sports.io/flags/mx.svg
862,3. Division,League,https://media.api-sports.io/football/leagues/862.png,Denmark,DK,https://media.api-sports.io/flags/dk.svg
864,Supercopa,Cup,https://media.api-sports.io/football/leagues/864.png,Costa-Rica,CR,https://media.api-sports.io/flags/cr.svg
865,Liga 3,League,https://media.api-sports.io/football/leagues/865.png,Portugal,PT,https://media.api-sports.io/flags/pt.svg
866,MLS All-Star,Cup,https://media.api-sports.io/football/leagues/866.png,USA,US,https://media.api-sports.io/flags/us.svg
891,Coppa Italia Serie C,Cup,https://media.api-sports.io/football/leagues/891.png,Italy,IT,https://media.api-sports.io/flags/it.svg
868,Premier League,League,https://media.api-sports.io/football/leagues/868.png,Pakistan,PK,https://media.api-sports.io/flags/pk.svg
869,CECAFA Club Cup,Cup,https://media.api-sports.io/football/leagues/869.png,World,,
870,Premier League,League,https://media.api-sports.io/football/leagues/870.png,Crimea,UA,https://media.api-sports.io/flags/ua.svg
871,Premier League Cup,Cup,https://media.api-sports.io/football/leagues/871.png,England,GB-ENG,https://media.api-sports.io/flags/gb-eng.svg
